favorite_count,full_text,clean_text,sentiment
1,belom perhatiin ️empirically️ tapi gw ngerasa bensin dari shell lebih awet dipake buat pp cikarang-pondok gede 2x ditambah pp pondok gede-kutek 1x masih awet2 aja ini ngisi 30k yg ntah apa gw isinya dulu bilang isi yg biasa aja mas lol (ga hafal ron bensin),belom perhatiin empirically gw ngerasa bensin shell awet dipake pp cikarangpondok gede x ditambah pp pondok gedekutek x awet ngisi k ntah gw isinya bilang isi mas lol ga hafal ron bensin,positive
0,@zulkiflimee cocok2an pak trial and error kalo oli tuh jadi emang mesti ganti2 dulu check mesin panas apa ngga bensin jadi lebih efektif atau ngga tarikan mantep atau ngga gitu2 tapi kalo dari bahan sih shell di atas kertas lebih bagus doi semi sintetik kalo dari pertamina biasanya dari,cocokan trial and error kalo oli tuh emang mesti ganti check mesin panas ngga bensin efektif ngga tarikan mantep ngga gitu kalo bahan shell kertas bagus doi semi sintetik kalo pertamina,positive
0,Membela pemerintah mati2an. Bensin aja gw belinya shell. Yah sekali lagi. Kalau kebijakan yg dirasa jelek ya dikritik. Tapi kalau yg biasa2 saja/baik ya diapresiasi. Netral dan ditengah saja. https://t.co/k8qDMUU9oW,membela pemerintah matian bensin gw belinya shell yah kebijakan dirasa jelek ya dikritik sajabaik ya diapresiasi netral ditengah,neutral
0,Sdh wktnya isi bensin tp baca X shell mana2 kosong. Yolo masa isi @pertamina lagi ,sdh wktnya isi bensin tp baca x shell kosong yolo isi,negative
1,@zenonthis @tanyakanrl ?? fazzio 1:50 perasaan hemat bgt dia aku aja sampai kaget. bagasinya besar jg. isi full tank 50rb (pake shell yg 95) itu tahan bs 2 mgg. Sebulan cm 100rb bensinnya. Itupun krn aku emg rada royal ngasih bensin.,fazzio perasaan hemat bgt kaget bagasinya jg isi full tank rb pake shell tahan bs mgg sebulan cm rb bensinnya itupun krn emg rada royal ngasih bensin,positive
0,Ya allah benci bgt semenjak shell suka abis giniiiii. Masa gue mau beli bensin aja mesti ke cideng sih anjrittt,ya allah benci bgt semenjak shell suka abis giniiiii gue beli bensin mesti cideng anjrittt,positive
8,Pom bensin shell di menteng raya pagi ini kosong.,pom bensin shell menteng raya pagi kosong,neutral
0,@taehyunw aku rutin service 3bulan sekali kak ganti oli juga rutin. kalo bensin nya tuh harus ganti apa ya kira kira? aku selalu pake shell v-power kak,rutin service kak ganti oli rutin kalo bensin tuh ganti ya pake shell vpower kak,neutral
0,Bersyukur daerah rumah deket bensin shell kalau otw ke kampus jga pasti ngelewatin 2-3 pom bensin shell,bersyukur daerah rumah deket bensin shell otw kampus jga ngelewatin pom bensin shell,positive
0,Biasa pakai Shell sekalinya ke Pertamina mau ngisi bensin iseng buka MyPertamina ribet bener astaga.,pakai shell sekalinya pertamina ngisi bensin iseng buka mypertamina ribet bener astaga,positive
0,minta jemput ade : mau beli bensin dulu : tar aja sekalian ke shell *shell persediaan habis lanjut spbu * : mana duitnya : lah kaga ada *ngodok saku ngasih 7 x 1rb* In this situation doi cuma bawa 7rb️,jemput ade beli bensin tar shell shell persediaan habis spbu duitnya kaga ngodok saku ngasih x rb in this situation doi bawa rb,positive
0,eh lucu bgt mba mba pom bensin shell tadi kan gua ngisi ya trs dia bilang * loh kakak ngisi lagi kak baru kemarin * sekian banyak customer dia inget dong... si merah merah itu mana bisa jd baper w diinget.. maap ya mba boros soalnya saya keliling jaksel depok,eh lucu bgt mba mba pom bensin shell gua ngisi ya trs bilang kakak ngisi kak kemarin sekian customer inget si merah merah jd baper w diinget maap ya mba boros keliling jaksel depok,neutral
0,gua udah keliling dunia udah menjelajahi semua shell. ABIS MULU ABIS. NGAKU SIAPA SIH INI UANG MINUM BENSIN!!!,gua udah keliling dunia udah menjelajahi shell abis mulu abis ngaku uang minum bensin,neutral
1,@endmaisuffering kebetulan gw ngisi Shell lagi terakhir kali karena ngisi Mobil sebelomnya sampe bener2 tangki bensin abis jadi sekarang gw ngeShell terus wkwk,gw ngisi shell kali ngisi mobil sebelomnya sampe bener tangki bensin abis gw ngeshell wkwk,neutral
3,Senang libur lebaran dengan tenang kerjaan cuma shopping makan urus anak jajan online ya tipis2 kerjain tesis ama seminar international preparation. Mau kmn aja ya bisa nyetir habis listrik ya udh full tank bensin (shell pastinya). Duit habis minta suami krna sudah wktunya,senang libur lebaran tenang kerjaan shopping makan urus anak jajan online ya tipis kerjain tesis ama seminar international preparation kmn ya nyetir habis listrik ya udh full tank bensin shell pastinya duit habis suami krna wktunya,neutral
0,Minggu lalu shell antri padahal bensin nya masih otw dimasukin dari truk ke pom. Tadi pagi shell abis. BP antri mayan panjang. Pertamina kosong cuma 1-2 antrian. Kyknya di kota yg ada pilihan selain pertamina gaakan dapet trust lagi nih pertamina~,minggu shell antri bensin otw dimasukin truk pom pagi shell abis bp antri mayan pertamina kosong antrian kyknya kota pilihan pertamina gaakan dapet trust pertamina,neutral
48,Ibarat ky beli bensin boycott pert*mna pake sh*ll aja b* aja vi*o aja tp buat org yg di daerahnya gaada alternatif merk itu ya ttp beli pert*mna karena no choice ‍️ apa harus yang di desa jauh jauh ke kota demi ngisi di shell? Jgn nyusahin diri sendiri semampunya aja. Gluck ,ky beli bensin boycott pertmna pake shll b vio tp org daerahnya gaada alternatif merk ya ttp beli pertmna no choice desa kota ngisi shell jgn nyusahin gluck,neutral
0,Ngetweet promosi soal shell aku udh dr 2016-2017 dan belom ada balik ke pertamina apapun mobil yg kupakai. Baunya knalpot aja jd beda (pernah aku post jg). Tarikan beda. Kmrn aku udh isi full mobil yg bensin buat jaga2 doank soalnya anti bgt klw kudu pake merah. Jorok bensinny.,ngetweet promosi shell udh dr belom pertamina apapun mobil kupakai baunya knalpot jd beda post jg tarikan beda kmrn udh isi full mobil bensin jaga doank anti bgt klw kudu pake merah jorok bensinny,positive
0,KNP SHELL ABIS TERUS DMN MANA SI STIAP KU MAU ISI BENSIN,knp shell abis dmn si stiap ku isi bensin,neutral
0,shell sidoarjo tutup jir untung udh isi bensin kemarin pas dateng ke sini,shell sidoarjo tutup jir untung udh isi bensin kemarin pas dateng,neutral
27,@candulucu bisa jadi pengalaman yg ga akan dipercaya orang kalo ga divideoin. ngomong ke temen di tongkrongan anjir ada gajah tadi di shell pas gue isi bensin siapa yg mau percaya?,pengalaman ga dipercaya orang kalo ga divideoin ngomong temen tongkrongan anjir gajah shell pas gue isi bensin percaya,positive
0,@yahyazakharia Ini apa ya kalo ngeliat mobilnya Prabowo ngisi bensin di shell mau langsung bilang kecewa sama shell karena gak menolak buat ngisiin bensin mobilnya Prabowo. Wajib diboikot shell karena gak ada empatinya ?,ya kalo ngeliat mobilnya prabowo ngisi bensin shell langsung bilang kecewa shell gak menolak ngisiin bensin mobilnya prabowo wajib diboikot shell gak empatinya,positive
0,Cara Mengetahui SPBU Pasang Alat Buat Curangi Takaran Bensin. #Yg isi bensin BBM non subsidi sebaiknya isi saja di Shell BP atau Vivo oktannya pasti takarannya cukup. Tidak perlu mengetahui SPBU curang atau tidak. https://t.co/LnWW6No2dh,spbu pasang alat curangi takaran bensin isi bensin bbm non subsidi isi shell bp vivo oktannya takarannya spbu curang,neutral
3,@rirenur30 @salam4jari Udah beberapa waktu ini aku nggak beli Bensin lagi di Pertamina tp beli di indostation karena didaerahku ngga ada Shell suprisingly motor lebih enak daripada waktu ngisi dipertamina cuman takut aja itu indostation tutup gerai soalnya didaerahku masih sepi banget ,udah nggak beli bensin pertamina tp beli indostation didaerahku ngga shell suprisingly motor enak ngisi dipertamina cuman takut indostation tutup gerai didaerahku sepi banget,positive
0,@pertamina MOBIL GUE MOGOK GRGR ISI BENSIN DI LU YAAAA sblmnya isi di shell aman aman aja AWASIN DONG PERTAMINA CIKUNIR laknat bgt,mobil gue mogok grgr isi bensin lu yaaaa sblmnya isi shell aman aman awasin pertamina cikunir laknat bgt,positive
0,@cnbcindonesia Hari Jumat kemarin pusing nyari bensin di SPBU2 Shell di Bogor pada kosong akhirnya ngisi bensin di SPBU BP ,jumat kemarin pusing nyari bensin spbu shell bogor kosong ngisi bensin spbu bp,neutral
0,Banyak yang isi bensin fulltank buat mudik shell juga makin rame akhir-akhir ini ,isi bensin fulltank mudik shell rame akhirakhir,positive
114,Menarik nih.. Siapa pernah coba pertamax green 95? Ternyata on DYNO power yg dihasilkan klo pakai BP dan VIVO lumayan jauh utk ukuran mobil bensin dibandingkan klo pakai pertamax green apalagi Shell. #Bismillah komut Pertamina https://t.co/SPojdxYph2,menarik coba pertamax green on dyno power dihasilkan klo pakai bp vivo lumayan utk ukuran mobil bensin dibandingkan klo pakai pertamax green shell komut pertamina,positive
0,shell ga ada bensin samsek anjir mana motor gua kedap kedip,shell ga bensin samsek anjir motor gua kedap kedip,positive
0,shell di deket rumah kosong... terpaksa beli yg merah paitnya lagi pas ku kelar isi bensin ku liat truknya shell baru dateng,shell deket rumah kosong terpaksa beli merah paitnya pas ku kelar isi bensin ku liat truknya shell dateng,neutral
0,@hrdbacot Aku isi bensin setiap Rabu. 3 pekan lalu Super kosong 2 minggu berikutnya disusul Super &amp; Power kosong. Di tempat yang sama Shell Raden Inten Jaktim. Kalau Rabu nanti kosong lagi berarti apa ges?,isi bensin rabu pekan super kosong minggu disusul super amp power kosong shell raden inten jaktim rabu kosong ges,neutral
0,@xrsoulmate metabolismenya pake bensin shell inimah,metabolismenya pake bensin shell inimah,neutral
3,tadi niatnya mau numpang pipis sambil nambahin isi bensin yang masih setengah (rutin kayak biasa) eh ternyata... serame ini. seriusan gue gak pernah liat antrian serame tadi di tempat ini sebelumnya. jadinya gue cuma numpang pipis doang. ngisinya besok aja di Shell lain. https://t.co/BKhC0LceoH,niatnya numpang pipis nambahin isi bensin rutin kayak eh serame seriusan gue gak liat antrian serame gue numpang pipis doang ngisinya besok shell,neutral
0,Kemaren ku isi pertamax karena lupa pas lewat shell sama vivo dalam hati pengen banget nanya ini beneran pertamax tapi ini baru isi Jumat masa Minggu udah mau abis aja bensin gue. Jadi ada rasa tak percaya.,kemaren ku isi pertamax lupa pas shell vivo hati pengen banget nanya beneran pertamax isi jumat minggu udah abis bensin gue percaya,positive
0,Pertanda buruk dimulai dari angka bensin di Shell 0 .,pertanda buruk angka bensin shell,neutral
0, Hey kita isi bensin dulu ya Wah Pertanima skip loh Pertamina Skip ! Skip! Skip! Skip! Cari warna kuning (＝SHELL ) deh https://t.co/HNAKjIM1ee,hey isi bensin ya pertanima skip pertamina skip skip skip skip cari warna kuning shell deh,neutral
0,Nasib banget bensin habis tiap shell kosong ,nasib banget bensin habis shell kosong,negative
0,Masa shell kosong bensin udh tinggal sikiittt ,shell kosong bensin udh tinggal sikiittt,negative
0,bank udah provider udah bensin mulai perlahan ganti shell walaupun kadang masi agak kagok perkara abis mulu anjing pemerintah anjing!,bank udah provider udah bensin perlahan ganti shell kadang masi kagok perkara abis mulu anjing pemerintah anjing,positive
0,@tanyakanrl Bukan menurun tapi milih....contoh Beli baju 150rb tar dulu tapi beli hp 5jt atau jalan² abis 200rb sanggup. Contoh lain lagi pom bensin shell skrg rame. Padahal bensinnya non subsidi.,menurun milihcontoh beli baju rb tar beli hp jt jalan² abis rb sanggup contoh pom bensin shell skrg rame bensinnya non subsidi,neutral
0,Aduh harusnya kita isi bensin di shell ajah @daramudaaa,aduh isi bensin shell ajah,neutral
0,@bngkitlgdrkubur isi bensin di shell ya,isi bensin shell ya,neutral
0,Ini stok bensin di Shell mulai pada kosong lagi? ,stok bensin shell kosong,negative
4,@asumsico Bensin jelek. Kelakuan orang²nya jelek. Paling bener kalo gak shell BP atau mepet banget Vivo.,bensin jelek kelakuan orang²nya jelek bener kalo gak shell bp mepet banget vivo,negative
0,Ini bensin Shell langka lagi ya? Bangsat bener ini rezim gaada sebulan bensin swasta dibikin sulit supply-nya dua kali.,bensin shell langka ya bangsat bener rezim gaada sebulan bensin swasta dibikin sulit supplynya kali,negative
0,Sepertinya SHELL mengalami kelangkaan lagi terpantau 3 pom bensin shell kosong stocknya,shell mengalami kelangkaan terpantau pom bensin shell kosong stocknya,negative
0,ujannya bisa berenti sebelum pom shell tutup ga? gw mau isi bensin bjirr biar besok pagi ga telat,ujannya berenti pom shell tutup ga gw isi bensin bjirr biar besok pagi ga telat,neutral
0,dulu kalo ngisi bensin di bp/shell paling jauh antrian paling 3 motor doang. Sekarang? antriannya menular sampai jalan. damn pertamina is crying rn.,kalo ngisi bensin bpshell antrian motor doang antriannya menular jalan damn pertamina is crying rn,neutral
2,Antrian di Shell Cihampelas sore ini. Berasa mau ngantri ngisi bensin busuk pertalite di Pertafuck. https://t.co/tz3EKUa0ma,antrian shell cihampelas sore berasa ngantri ngisi bensin busuk pertalite pertafuck,neutral
0,yaallah ini bensin sisa segaris nyampe gak ya sampe shell,yaallah bensin sisa segaris nyampe gak ya sampe shell,positive
0,om @xojolx tadi lewat Shell PHH Mustofa? Bensin apa aja yang ada?,om shell phh mustofa bensin,neutral
5,Info ketersediaan bensin Shell di SPBU2 Bandung dong teman2... #InfoShell #Bandung,info ketersediaan bensin shell spbu bandung teman,neutral
0,eh sumpah di siang hari yang panas ini gue mau isi bensin pas nyampe shell mas masnya teriak BENSIN KOSONG bjir sesosok shell habis stok bensin,eh sumpah siang panas gue isi bensin pas nyampe shell mas masnya teriak bensin kosong bjir sesosok shell habis stok bensin,negative
0,@Strategi_Bisnis gak semudah itu yang shell bp sama vivo bikin pom bensin aja masih sulit apalagi untuk charging,gak semudah shell bp vivo bikin pom bensin sulit charging,neutral
0,Kalau mau isi bensin sekarang mending Pertalite atau Pertamax? posisinya ga di Shell ya soalnya di kota ku belum ada Shell.,isi bensin mending pertalite pertamax posisinya ga shell ya kota ku shell,positive
1,Game yang lebih Murah dari isi bensin motor full di Shell : Spiritfarer (IDR 24 599) game yang cozy nyantai tapi punya story yang bisa bikin garlic ninja lewat bolak balik https://t.co/woKddn2d5B,game murah isi bensin motor full shell spiritfarer idr game cozy nyantai story bikin garlic ninja bolak,neutral
0,Hari ini saya ngisi bensin di shell berasa seperti ngantri pertalite. Pas di depan baru tahu yang RON 92 habis. Terpaksa motor tempurku pake RON 95 yg kemahalan bagi gw. Kalau pertamina gak perbaiki kualitas parah ini. Tadi aja Ojol demi motor sehat ngisi pake shell.,ngisi bensin shell berasa ngantri pertalite pas ron habis terpaksa motor tempurku pake ron kemahalan gw pertamina gak perbaiki kualitas parah ojol motor sehat ngisi pake shell,positive
2,setelah berkeliling seluruh pom bensin Shell sa-bandung-eun tidak ada yg ready akhirnya aku beralih ke AKR,berkeliling pom bensin shell sabandungeun ready beralih akr,negative
0,Semenjak isi bensin dari shell dan BP 30rb awet untuk 5hari kerja biasa isi pertamax 5hari kerja kudu isi 50rb.,semenjak isi bensin shell bp rb awet kerja isi pertamax kerja kudu isi rb,positive
1,: Ini kok ada bau bensin ya di rumah? : Oh itu motor baru isi bensin. : Biasanya gak pernah sampe bau bensin semerbak gini. : Iya. Tadi Shell lagi kosong jadinya isi di Pertamina. : Padahal motor gak parkir di ruang tamu.,bau bensin ya rumah oh motor isi bensin gak sampe bau bensin semerbak gini iya shell kosong isi pertamina motor gak parkir ruang tamu,neutral
0,@ichigooddaifuku Kemarin krna terpaksa bgt bensin dah limit bgt dan shell dah pd tutup tengah mlem akhir nya terpaksa mampir pertamina Tp pom nya bikin males bgt semua motor dijadiin satu antrian baik beli pertalite atau pertamax jd males ngisi krna antri panjang mnding beli pertamax di pertashop,kemarin krna terpaksa bgt bensin dah limit bgt shell dah pd tutup mlem terpaksa mampir pertamina tp pom bikin males bgt motor dijadiin antrian beli pertalite pertamax jd males ngisi krna antri mnding beli pertamax pertashop,neutral
0,gara-gara ke pom bensin pertamina tapi gajadi karna antri kata bapaknya shell tenyata dikosongin sebandungeun,garagara pom bensin pertamina gajadi karna antri bapaknya shell tenyata dikosongin sebandungeun,neutral
7,Gw dah 2 kali ngantri mulu di shell gegara si onoh korupsi. Padahal sebelumnya enak banget los dateng langsung ngisi. Di satu sisi ya bagus pom bensin ini bisa rame di satu sisi gw ngisi bengsin jadi kaga eksklusip ,gw dah kali ngantri mulu shell gegara si onoh korupsi enak banget los dateng langsung ngisi sisi ya bagus pom bensin rame sisi gw ngisi bengsin kaga eksklusip,positive
0,pake shell ternyata sengaruh itu ya (atau mungkin sugesti gua aja?) pas pake pertamax gua ngerasa mobil gua bunyi nglitik gitu dan lebih boros. pas pake shell gua belom isi bensin lagi pdhl udah 2 kali gua ke jakarta tiap sabtu. cuman ngurang 1/4 doang dan bunyi nglitik gone,pake shell sengaruh ya sugesti gua pas pake pertamax gua ngerasa mobil gua bunyi nglitik gitu boros pas pake shell gua belom isi bensin pdhl udah kali gua jakarta sabtu cuman ngurang doang bunyi nglitik gone,neutral
